what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831264259
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831305226
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831600859
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831616309
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831619548
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831622128
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831832675
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534831861602
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1534831866310
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.opendecl",1534831909315
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1534831909385
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1534831909398
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1534831917377
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1534831917378
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534832012318
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534832016213
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1534832044542
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1534832046250
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534832059603
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534832106098
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1534832150020
activated,view,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.ui.views.MakeView",1534832151112
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534832162261
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1534832260880
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1534832263212
