what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Oracle Corporation",1535595529761
java.version,sysinfo,,,"1.8.0_131",1535595529761
java.vm.info,sysinfo,,,"mixed mode",1535595529761
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1535595529761
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1535595529761
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1535595529761
java.vm.specification.version,sysinfo,,,"1.8",1535595529761
java.vm.vendor,sysinfo,,,"Oracle Corporation",1535595529761
java.vm.version,sysinfo,,,"25.131-b11",1535595529761
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1535595529808
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin.equinox",1535595529824
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator.manipulator",1535595529855
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1535595529902
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1535595529917
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1535595529980
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1535595530042
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1535595530198
started,bundle,org.eclipse.mylyn.commons.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.commons.ui",1535595530292
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.core",1535595530526
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.ui",1535595530791
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1535595531009
started,bundle,org.eclipse.mylyn.context.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.core",1535595531072
started,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1535595531072
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1535595531196
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1535595531430
